Progress,Duration (in seconds),consent,gender,gender_3_TEXT,ethnicity,ethnicity_10_TEXT,age,attention_check_rec,attention_check,tribe_preference,choleric_definition,comments,condition,condition_1-tribe_a-positive_trait_1,condition_1-tribe_a-positive_trait_2,condition_1-tribe_a-positive_trait_3,condition_1-tribe_a-positive_trait_4,condition_1-tribe_a-positive_trait_5,condition_1-tribe_a-positive_trait_6,condition_1-tribe_a-negative_trait_1,condition_1-tribe_a-negative_trait_2,condition_1-tribe_a-negative_trait_3,condition_1-tribe_a-negative_trait_4,condition_1-tribe_a-negative_trait_5,condition_1-tribe_a-negative_trait_6,condition_1-tribe_b-positive_trait_1,condition_1-tribe_b-positive_trait_2,condition_1-tribe_b-positive_trait_3,condition_1-tribe_b-positive_trait_4,condition_1-tribe_b-positive_trait_5,condition_1-tribe_b-positive_trait_6,condition_1-tribe_b-negative_trait_1,condition_1-tribe_b-negative_trait_2,condition_1-tribe_b-negative_trait_3,condition_1-tribe_b-negative_trait_4,condition_1-tribe_b-negative_trait_5,condition_1-tribe_b-negative_trait_6,condition_2-tribe_a-positive_trait_1,condition_2-tribe_a-positive_trait_2,condition_2-tribe_a-positive_trait_3,condition_2-tribe_a-positive_trait_4,condition_2-tribe_a-positive_trait_5,condition_2-tribe_a-positive_trait_6,condition_2-tribe_a-negative_trait_1,condition_2-tribe_a-negative_trait_2,condition_2-tribe_a-negative_trait_3,condition_2-tribe_a-negative_trait_4,condition_2-tribe_a-negative_trait_5,condition_2-tribe_a-negative_trait_6,condition_2-tribe_b-positive_trait_1,condition_2-tribe_b-positive_trait_2,condition_2-tribe_b-positive_trait_3,condition_2-tribe_b-positive_trait_4,condition_2-tribe_b-positive_trait_5,condition_2-tribe_b-positive_trait_6,condition_2-tribe_b-negative_trait_1,condition_2-tribe_b-negative_trait_2,condition_2-tribe_b-negative_trait_3,condition_2-tribe_b-negative_trait_4,condition_2-tribe_b-negative_trait_5,condition_2-tribe_b-negative_trait_6,condition_3-tribe_b-positive_trait_1,condition_3-tribe_b-positive_trait_2,condition_3-tribe_b-positive_trait_3,condition_3-tribe_b-positive_trait_4,condition_3-tribe_b-positive_trait_5,condition_3-tribe_b-positive_trait_6,condition_3-tribe_b-negative_trait_1,condition_3-tribe_b-negative_trait_2,condition_3-tribe_b-negative_trait_3,condition_3-tribe_b-negative_trait_4,condition_3-tribe_b-negative_trait_5,condition_3-tribe_b-negative_trait_6,condition_3-tribe_a-positive_trait_1,condition_3-tribe_a-positive_trait_2,condition_3-tribe_a-positive_trait_3,condition_3-tribe_a-positive_trait_4,condition_3-tribe_a-positive_trait_5,condition_3-tribe_a-positive_trait_6,condition_3-tribe_a-negative_trait_1,condition_3-tribe_a-negative_trait_2,condition_3-tribe_a-negative_trait_3,condition_3-tribe_a-negative_trait_4,condition_3-tribe_a-negative_trait_5,condition_3-tribe_a-negative_trait_6,condition_4-tribe_b-positive_trait_1,condition_4-tribe_b-positive_trait_2,condition_4-tribe_b-positive_trait_3,condition_4-tribe_b-positive_trait_4,condition_4-tribe_b-positive_trait_5,condition_4-tribe_b-positive_trait_6,condition_4-tribe_b-negative_trait_1,condition_4-tribe_b-negative_trait_2,condition_4-tribe_b-negative_trait_3,condition_4-tribe_b-negative_trait_4,condition_4-tribe_b-negative_trait_5,condition_4-tribe_b-negative_trait_6,condition_4-tribe_a-positive_trait_1,condition_4-tribe_a-positive_trait_2,condition_4-tribe_a-positive_trait_3,condition_4-tribe_a-positive_trait_4,condition_4-tribe_a-positive_trait_5,condition_4-tribe_a-positive_trait_6,condition_4-tribe_a-negative_trait_1,condition_4-tribe_a-negative_trait_2,condition_4-tribe_a-negative_trait_3,condition_4-tribe_a-negative_trait_4,condition_4-tribe_a-negative_trait_5,condition_4-tribe_a-negative_trait_6
100,441,1,2.0,,5.0,,19.0,1.0,pilut,0.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,,Dumb,,,Withdrawn,Egoistic,,,Funny,Relaxed,Caring,,Resentful,,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,
100,247,1,2.0,,10.0,Arabic,18.0,1.0,pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,,Caring,Trustworthy,Resentful,,Faithless,,Withdrawn,,,Likeable,,,Caring,Trustworthy,,Dumb,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,292,1,2.0,,4.0,,18.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,,,,Choleric,Withdrawn,Egoistic,Tolerant,Likeable,Funny,,,,,,,Choleric,Withdrawn,Egoistic
100,148,1,2.0,,8.0,,31.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,,Dumb,,Choleric,Withdrawn,,Tolerant,Likeable,,,,Trustworthy,,Dumb,,Choleric,Withdrawn,
100,132,1,1.0,,5.0,,36.0,1.0,pilut,0.0,1.0,,1.0,,Likeable,Funny,,,Trustworthy,Resentful,,Faithless,,,Egoistic,,Likeable,Funny,,,Trustworthy,,Dumb,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,198,1,2.0,,4.0,,24.0,1.0,pilut,0.0,4.0,,1.0,,Likeable,Funny,Relaxed,,,,Dumb,Faithless,Choleric,,,,Likeable,Funny,Relaxed,,,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,296,1,2.0,,4.0,,18.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,,Trustworthy,Resentful,,Faithless,Choleric,,,Tolerant,,,Relaxed,,Trustworthy,,Dumb,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,179,1,1.0,,5.0,,18.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,,Trustworthy,Resentful,Dumb,,Choleric,,,,Likeable,Funny,,Caring,,Resentful,Dumb,,Choleric,,
100,210,1,2.0,,4.0,,26.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,,,Faithless,Choleric,,Egoistic,,,Funny,Relaxed,Caring,,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,396,1,1.0,,6.0,,40.0,1.0,pilut,0.0,1.0,,1.0,,,Funny,Relaxed,,Trustworthy,Resentful,,Faithless,Choleric,,,,,Funny,Relaxed,,Trustworthy,,Dumb,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,479,1,1.0,,9.0,,51.0,1.0,Pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,,Dumb,,Choleric,Withdrawn,,Tolerant,Likeable,,,,Trustworthy,,Dumb,,Choleric,Withdrawn,
100,78,1,1.0,,5.0,,23.0,1.0,Pilut,0.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,Relaxed,,,,,,Choleric,Withdrawn,Egoistic,Tolerant,,,,Caring,Trustworthy,,,,Choleric,Withdrawn,Egoistic
100,363,1,1.0,,7.0,,39.0,1.0,pilut,0.0,1.0,,1.0,,Likeable,,Relaxed,Caring,,Resentful,,,,Withdrawn,Egoistic,,Likeable,,Relaxed,Caring,,,Dumb,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,310,1,2.0,,7.0,,28.0,1.0,pilut,0.0,1.0,,1.0,,,Funny,,Caring,Trustworthy,Resentful,Dumb,,,Withdrawn,,,,Funny,,Caring,Trustworthy,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,268,1,1.0,,5.0,,36.0,1.0,Pilut ,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,Resentful,,,Choleric,,Egoistic,Tolerant,,Funny,,,Trustworthy,Resentful,,,Choleric,,Egoistic
100,295,1,2.0,,5.0,,20.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,,Dumb,Faithless,,Withdrawn,,,Likeable,,Relaxed,Caring,,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,243,1,1.0,,5.0,,50.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,,Trustworthy,,,Faithless,Choleric,Withdrawn,,Tolerant,Likeable,,,Caring,,,,Faithless,Choleric,Withdrawn,
100,155,1,2.0,,5.0,,18.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,,Caring,Trustworthy,Resentful,,Faithless,Choleric,,,,,Funny,,Caring,Trustworthy,,Dumb,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,316,1,2.0,,5.0,,21.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,,Caring,Trustworthy,,Dumb,,Choleric,Withdrawn,,Tolerant,Likeable,,Relaxed,,,,Dumb,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,146,1,1.0,,5.0,,23.0,1.0,pilut,0.0,2.0,,1.0,,,Funny,Relaxed,,Trustworthy,,,Faithless,Choleric,Withdrawn,,,,Funny,Relaxed,,Trustworthy,Resentful,Dumb,,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,439,1,1.0,,8.0,,28.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,,,,Choleric,Withdrawn,Egoistic,,Likeable,Funny,,,Trustworthy,Resentful,Dumb,Faithless,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,324,1,2.0,,4.0,,42.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,,Trustworthy,Resentful,Dumb,Faithless,,,,,,Funny,Relaxed,Caring,,Resentful,Dumb,Faithless,,,
100,434,1,2.0,,6.0,,31.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,Caring,,,,Faithless,Choleric,,Egoistic,Tolerant,,,Relaxed,,Trustworthy,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,183,1,2.0,,4.0,,20.0,1.0,pilut,0.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,,,,Egoistic,Tolerant,,Funny,,,Trustworthy,,,Faithless,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,187,1,2.0,,4.0,,30.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,,Caring,Trustworthy,,Dumb,,,Withdrawn,Egoistic,Tolerant,,,,Caring,Trustworthy,Resentful,,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,
100,158,1,2.0,,4.0,,22.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,,Trustworthy,Resentful,Dumb,Faithless,,,,Tolerant,,Funny,,Caring,,Resentful,Dumb,Faithless,,,
100,297,1,2.0,,10.0,Ashkenazi Jewish,24.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,,Caring,Trustworthy,,Dumb,,,Withdrawn,Egoistic,,Likeable,,,Caring,Trustworthy,Resentful,,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,
100,159,1,2.0,,5.0,,29.0,1.0,pilut,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,Resentful,,,Choleric,Withdrawn,,,,Funny,Relaxed,Caring,,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,428,1,2.0,,5.0,,46.0,1.0,pilut,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,,,,Choleric,Withdrawn,Egoistic,,Likeable,,,Caring,Trustworthy,,,,Choleric,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,477,1,1.0,,5.0,,28.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,Caring,,Resentful,Dumb,Faithless,,,,,Likeable,Funny,,Caring,,,,,Choleric,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,182,1,2.0,,5.0,,22.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,,Dumb,Faithless,,,Egoistic,,Likeable,Funny,,,Trustworthy,Resentful,,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,331,1,2.0,,10.0,Latino,33.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,,Trustworthy,Resentful,Dumb,,,Withdrawn,,Tolerant,,Funny,,Caring,,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,175,1,1.0,,4.0,,26.0,1.0,pilut,0.0,2.0,,1.0,,Likeable,,Relaxed,,Trustworthy,Resentful,,Faithless,,Withdrawn,,,Likeable,,Relaxed,,Trustworthy,,Dumb,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,222,1,2.0,,5.0,,38.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,Relaxed,,,,,,Choleric,Withdrawn,Egoistic,Tolerant,Likeable,,Relaxed,,,Resentful,Dumb,Faithless,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,274,1,1.0,,5.0,,19.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,Resentful,Dumb,,Choleric,,,,Likeable,,Relaxed,Caring,,,,Faithless,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,178,1,2.0,,5.0,,30.0,1.0,pilut,0.0,1.0,,1.0,Tolerant,,,Relaxed,,Trustworthy,Resentful,Dumb,,,Withdrawn,,Tolerant,,,Relaxed,,Trustworthy,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,437,1,2.0,,5.0,,30.0,1.0,pilut,1.0,1.0,,1.0,Tolerant,Likeable,,Relaxed,,,Resentful,,Faithless,,,Egoistic,Tolerant,Likeable,,Relaxed,,,,Dumb,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,230,1,2.0,,5.0,,18.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,,Caring,Trustworthy,,Dumb,Faithless,,,Egoistic,Tolerant,,Funny,Relaxed,,,,Dumb,Faithless,,,Egoistic
100,326,1,2.0,,4.0,,23.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,,Caring,Trustworthy,,,Faithless,Choleric,,Egoistic,Tolerant,,Funny,Relaxed,,,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,260,1,2.0,,5.0,,20.0,1.0,pilut,1.0,1.0,,1.0,Tolerant,,Funny,,Caring,,,Dumb,,Choleric,,Egoistic,Tolerant,,Funny,,Caring,,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,231,1,1.0,,4.0,,28.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,,Dumb,Faithless,,Withdrawn,,Tolerant,Likeable,,,,Trustworthy,,Dumb,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,464,1,1.0,,5.0,,27.0,1.0,Pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,Caring,,,Dumb,Faithless,,Withdrawn,,Tolerant,,Funny,,Caring,,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,176,1,1.0,,8.0,,30.0,1.0,Pilut ,0.0,1.0,,1.0,,Likeable,Funny,,Caring,,,,Faithless,Choleric,,Egoistic,,Likeable,Funny,,Caring,,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,320,1,1.0,,6.0,,20.0,1.0,pilut,1.0,1.0,,1.0,Tolerant,,,Relaxed,Caring,,,Dumb,,Choleric,,Egoistic,Tolerant,,,Relaxed,Caring,,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,158,1,2.0,,5.0,,20.0,1.0,pilut,0.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,,Trustworthy,Resentful,Dumb,Faithless,,,,,,Funny,Relaxed,Caring,,Resentful,Dumb,Faithless,,,
100,288,1,1.0,,4.0,,32.0,1.0,Pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,Caring,,Resentful,,Faithless,Choleric,,,Tolerant,,,Relaxed,,Trustworthy,Resentful,,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,241,1,1.0,,5.0,,22.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,Relaxed,,,Resentful,Dumb,,Choleric,,,,,Funny,,Caring,Trustworthy,Resentful,Dumb,,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,257,1,2.0,,4.0,,20.0,1.0,pilut,1.0,1.0,,1.0,Tolerant,Likeable,,,Caring,,,,,Choleric,Withdrawn,Egoistic,Tolerant,Likeable,,,Caring,,Resentful,Dumb,Faithless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,211,1,2.0,,5.0,,39.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,Caring,,,Dumb,,Choleric,Withdrawn,,Tolerant,,Funny,,Caring,,Resentful,,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,250,1,2.0,,4.0,,18.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,,Trustworthy,Resentful,,,Choleric,,Egoistic,Tolerant,Likeable,,,Caring,,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,343,1,2.0,,5.0,,28.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,Funny,,,,,Dumb,,Choleric,Withdrawn,,,,,Relaxed,Caring,Trustworthy,,Dumb,,Choleric,Withdrawn,
100,420,1,2.0,,5.0,,26.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,Caring,,Resentful,,Faithless,,Withdrawn,,,Likeable,,Relaxed,,Trustworthy,Resentful,,Faithless,,Withdrawn,
100,209,1,1.0,,5.0,,31.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,Resentful,,Faithless,,Withdrawn,,Tolerant,Likeable,Funny,,,,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,268,1,2.0,,5.0,,23.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,Resentful,,,Choleric,Withdrawn,,,,Funny,Relaxed,Caring,,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,132,1,2.0,,4.0,,21.0,1.0,Pilut ,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,,Trustworthy,,Dumb,Faithless,,Withdrawn,,Tolerant,Likeable,,,,Trustworthy,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,125,1,2.0,,4.0,,29.0,1.0,pilut,0.0,1.0,,1.0,,Likeable,,Relaxed,Caring,,,Dumb,,Choleric,Withdrawn,,,Likeable,,Relaxed,Caring,,Resentful,,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,196,1,2.0,,5.0,,28.0,1.0,pilut,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,Resentful,,,Choleric,,Egoistic,,Likeable,,,Caring,Trustworthy,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,261,1,1.0,,4.0,,31.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,,,,Choleric,Withdrawn,Egoistic,,Likeable,,Relaxed,Caring,,,,,Choleric,Withdrawn,Egoistic
100,252,1,2.0,,4.0,,20.0,1.0,pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,Resentful,,,,Withdrawn,Egoistic,Tolerant,,Funny,Relaxed,,,,Dumb,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,
100,246,1,1.0,,5.0,,20.0,1.0,Pilut,0.0,1.0,,1.0,,Likeable,,Relaxed,Caring,,Resentful,,,Choleric,Withdrawn,,,Likeable,,Relaxed,Caring,,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,213,1,1.0,,9.0,,21.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,Resentful,,,Choleric,,Egoistic,Tolerant,,,Relaxed,Caring,,Resentful,,,Choleric,,Egoistic
100,282,1,1.0,,4.0,,35.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,Relaxed,,,Resentful,,Faithless,,,Egoistic,,,Funny,,Caring,Trustworthy,Resentful,,Faithless,,,Egoistic
100,230,1,1.0,,5.0,,26.0,1.0,pilut,0.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,Caring,,Resentful,,,Choleric,,Egoistic,,Likeable,Funny,,,Trustworthy,Resentful,,,Choleric,,Egoistic
